Name	TIC_ID	Sector	Author	Exptime	Magnitude	RMS	Max_freq	Max_FAP	log(Alpha)	log(Tau)	Gamma	log(Bias)	Type	TypeColor	bump	lc_q	T-NUV	D(UV)	binarity_filter	A-B	Gamma2	Gamma_Tau	max_slope	max_slope2	CROWDSAP
HD_239626	329074395	56	TESS-SPOC	200	8.90509987	486.87213134765625	0.0932573311008711	2.590872906333022e-118	6.735361956524986	-1.4725872659898054	2.2160110101643804	5.115348453671189	VC1	3.75	0	1	-999.0	-999.0	0	1.620013502853797	3.589967758938979	2.437864187645252	-1.62771215	-2.63691567	0.97362643
HD_161796	316493106	26	SPOC	120	6.75419998	867.6907348632812	0.2412880200403018	0.0	9.507617400885184	-1.4886307301838002	2.659422425313664	5.325852550961633	VC1	3.75	0	1	-6.0258	-6.034773	1	4.18176484992355	11.121079219275115	7.470676907161526	-2.61662555	-10.94211277	0.99962193
HD_161796	316493106	24	SPOC	120	6.75419998	513.1062622070312	0.2152144104126836	0.0	9.739851041780776	-1.4375162317359576	3.2998957090443524	4.93068266537089	VC1	3.75	0	1	-6.0258	-6.034773	1	4.809168376409886	15.869754089386776	11.039704275354389	-3.27399956	-15.74521514	0.99958187
HD_161796	316493106	25	SPOC	120	6.75419998	519.0426635742188	0.4558161074926281	0.0	9.736061620094338	-1.394203380442555	3.2180077522609896	5.322952766978164	VC1	3.75	0	1	-6.0258	-6.034773	1	4.4131088531161735	14.20141850089945	10.186045092209977	-3.17825534	-14.02598677	0.99959981
HD_161796	316493106	26	TESS-SPOC	1800	6.75419998	2059.2421875	0.0826200434696677	2.83698992507464e-56	8.661527449200292	-1.447513877696882	3.6932036954474223	4.755719113158654	VC1	3.75	0	1	-6.0258	-6.034773	1	3.9058083360416394	14.424945780378328	9.9653246871316	-3.61179162	-14.10696584	0.99937063
HD_161796	316493106	25	TESS-SPOC	1800	6.75419998	2406.326904296875	0.4576983155100801	1.4042106034973873e-58	8.754912140265388	-1.3645446695240682	3.428601007682221	4.727345210885801	VC1	3.75	0	1	-6.0258	-6.034773	1	4.027566929379587	13.808920032578442	10.119800649248644	-3.36281156	-13.54394861	0.99932808
HD_161796	316493106	24	TESS-SPOC	1800	6.75419998	2265.66259765625	0.1172555002066315	1.3233785538030064e-109	8.83069622049099	-1.3585778410736162	3.084138916950422	5.0001086028482025	VC1	3.75	0	1	-6.0258	-6.034773	1	3.830587617642788	11.814064346360526	8.695905371917785	-3.0100775	-11.53036562	0.99932629
HD_95862	304996702	10	SPOC	120	8.74289989	1395.407958984375	0.7075783973615197	0.0	9.05973486416421	-1.7700807148581028	2.347195705482982	5.255545561280648	VC1	3.75	0	1	-999.0	-999.0	0	3.804189302883561	8.929176794572593	5.044502614836066	-2.28911343	-8.70822081	0.96182424
HD_95862	304996702	11	SPOC	120	8.74289989	1466.2169189453125	0.1685387710436839	0.0	8.878568237010802	-1.9392383249398213	2.605030503862673	5.286611335175878	VC1	3.75	0	1	-999.0	-999.0	0	3.591956901834924	9.35715729784004	4.825171397192974	-2.52301093	-9.06254652	0.96077645
HD_95862	304996702	90	SPOC	120	8.74289989	1543.65576171875	0.3152184673418137	0.0	8.85871261765154	-2.0299615043964674	2.8029773913996507	5.193353248690187	VC1	3.75	0	1	-999.0	-999.0	0	3.6653593689613526	10.273919442553565	5.061140036548686	-2.72177179	-9.97627175	0.96565765
HD_95862	304996702	10	TESS-SPOC	1800	8.74289989	2097.11572265625	0.3535335347735659	1.082574054752346e-43	7.977357544636101	-1.676888798046071	2.143512881803871	3.688899422654949	VC1	3.75	0	1	-999.0	-999.0	0	4.288458121981153	9.192365227543036	5.481797742494363	-2.11297694	-9.06141311	0.93922043
HD_95862	304996702	11	TESS-SPOC	1800	8.74289989	1873.73779296875	0.1688924935330508	1.8293290437156845e-51	7.934111159268564	-1.6916363557494598	2.1189216532698563	1.6616641850243193e-11	VC1	3.75	0	1	-999.0	-999.0	0	7.934111159251947	16.811759934788952	9.938164238224058	-2.11846452	-16.80813299	0.93549967
HD_95862	304996702	63	TESS-SPOC	200	8.74289989	1769.4737548828125	0.2092105029553868	0.0	8.671875639612123	-1.9622013777013096	2.6035661787098503	5.096537755312898	VC1	3.75	0	1	-999.0	-999.0	0	3.575337884299225	9.308628793021494	4.743972203264079	-2.52003499	-9.00997658	0.95006096
HD_95862	304996702	64	TESS-SPOC	200	8.74289989	1621.4993896484375	0.321419028710518	0.0	8.898023899364915	-1.7400679730265685	2.3478568686976	5.042999944131871	VC1	3.75	0	1	-999.0	-999.0	0	3.8550239552330448	9.051044472287694	5.2015464985226165	-2.29302186	-8.8396542	0.94137424
HD_36408A	302824830	6	SPOC	120	6.08459997	377.0632019042969	0.3054413973569948	9.170807186818478e-171	6.750624798334747	-1.5694489137577088	1.8739786465184876	4.870465903581531	VC1	3.75	0	1	-999.0	-999.0	0	1.880158894753216	3.523377620829327	2.244977577762219	-1.49029837	-2.80199773	0.63719785
HD_36408A	302824830	44	SPOC	120	6.08459997	279.5273132324219	0.8411247637284616	4.1465116948364e-229	5.909259440336801	-1.9346332930768904	2.009490499741003	4.6230677179500566	VC1	3.75	0	1	-999.0	-999.0	0	1.2861917223867447	2.5845900469816807	1.3359586316593788	-1.27991835	-1.64622039	0.67460167
HD_36408A	302824830	43	SPOC	120	6.08459997	515.659423828125	0.8375117470261029	9.180986048292568e-168	6.762765783599735	-1.5895628871920058	1.6255317228135662	5.1453891791118815	VC1	3.75	0	1	-999.0	-999.0	0	1.6173766044878537	2.629096978331497	1.6539748125195906	-1.19288054	-1.92933708	0.76448214
HD_36408A	302824830	45	SPOC	120	6.08459997	424.48382568359375	0.073650035991803	5.766743651037114e-118	6.596138497688963	-1.595476323237666	2.2248563093752307	4.925395037113102	VC1	3.75	0	1	-999.0	-999.0	0	1.6707434605758609	3.717164129609611	2.3298146612833777	-1.66285598	-2.77820576	0.68868464
HD_36408A	302824830	71	SPOC	120	6.08459997	961.9080810546876	0.060224163048462	0.0	8.93952104646533	-1.501167746662457	2.036422851470475	5.606048603990008	VC1	3.75	0	1	-999.0	-999.0	0	3.3334724424753226	6.788359456603845	4.522052563210468	-1.95055959	-6.50213665	0.73416346
HD_36408A	302824830	6	TESS-SPOC	1800	6.08459997	161.15536499023438	0.308347726017268	4.925486211754592e-29	5.871250898235808	-1.4114560104806728	1.894891618628025	3.746654675418774	VC1	3.75	0	1	-999.0	-999.0	0	2.124596222817034	4.025879575584757	2.852288378589808	-1.59377319	-3.38612451	0.63714135
HD_36408A	302824830	45	TESS-SPOC	600	6.08459997	220.04188537597656	0.8432821208088069	1.6672643375335643e-31	5.821955878615291	-1.7215200105709587	2.1397474780183234	4.284767933161327	VC1	3.75	0	1	-999.0	-999.0	0	1.5371879454539634	3.2891940295252864	1.910633631516368	-1.52434538	-2.34320534	0.68860239
HD_36408A	302824830	44	TESS-SPOC	600	6.08459997	147.05941772460938	0.8375292276623223	3.3817696911089307e-164	5.284425375902332	-1.8219760002700804	2.160799630373782	3.8384214976805264	VC1	3.75	0	1	-999.0	-999.0	0	1.4460038782218056	3.124524645580733	1.7149098808752528	-1.48324826	-2.14478273	0.67449534
HD_36408A	302824830	43	TESS-SPOC	600	6.08459997	274.4919738769531	0.836460704207165	3.30897043881676e-95	6.020661903063743	-1.6995718674106592	2.098383126545936	4.459022856022982	VC1	3.75	0	1	-999.0	-999.0	0	1.5616390470407602	3.2769170260656058	1.9280838244622585	-1.5088867	-2.35633638	0.76440239
HD_36408A	302824830	71	TESS-SPOC	200	6.08459997	520.377197265625	0.1024912551057821	1.3164338088639754e-136	6.784042665613299	-1.802665007807337	1.4551026355922874	5.074099494184035	VC1	3.75	0	1	-999.0	-999.0	0	1.7099431714292637	2.488142815459756	1.380258009493509	-1.10151264	-1.88352402	0.73418564
HD_3191	284141111	17	SPOC	120	8.12530041	6284.13134765625	0.1147997024491034	0.0	9.902592696320392	-1.890520372794316	2.928950135529464	6.138853013356113	VC1	3.75	0	1	-5.6646996	-4.9579694	1	3.763739682964279	11.023805854515848	5.831096037448104	-2.85306237	-10.73818405	0.97755712
HD_3191	284141111	18	SPOC	120	8.12530041	7037.662109375	0.1287615783137795	0.0	10.022837084856157	-1.8383945280374936	2.661832153611476	5.887452057212508	VC1	3.75	0	1	-5.6646996	-4.9579694	1	4.135385027643649	11.007700834145346	5.987670582274953	-2.61666715	-10.82092615	0.96832788
HD_3191	284141111	85	SPOC	120	8.12530041	7973.13818359375	1.6027573090540104	0.0	9.60176788629135	-2.187637255795199	3.975288800386216	6.060223528388594	VC1	3.75	0	1	-5.6646996	-4.9579694	1	3.5415443579027563	14.078661622041816	6.4355557964404255	-3.84277394	-13.60935437	0.96856713
HD_3191	284141111	17	TESS-SPOC	1800	8.12530041	7647.02783203125	0.1109683966202724	2.037467077774987e-62	9.01306053512687	-1.665555295995639	2.280404822473288	6.10581076033514	VC1	3.75	0	0	-5.6646996	-4.9579694	1	2.9072497747917305	6.629706406569442	3.9804781159224873	-2.1254736	-6.17928265	0.97283882
HD_3191	284141111	18	TESS-SPOC	1800	8.12530041	10175.75390625	0.1399311613794461	3.202482186991332e-107	9.657973675541587	-1.5265345184904078	2.3895096769962976	6.169789156893587	VC1	3.75	0	0	-5.6646996	-4.9579694	1	3.4881845186480005	8.33505066245807	5.460112798956301	-2.30490036	-8.03991774	0.96224999
HD_3191	284141111	58	TESS-SPOC	200	8.12530041	10181.5703125	0.1280895449520382	0.0	9.672334528835588	-1.9190058819719336	2.6268878056518	5.8073082500513085	VC1	3.75	0	1	-5.6646996	-4.9579694	1	3.86502627878428	10.152990400262178	5.290755226778753	-2.56623018	-9.91854707	0.9618541
V*_V379_Cep	277502552	17	SPOC	120	6.03539991	589.8971557617188	0.0827359363965043	0.0	10.134773261592056	-1.4363774209272715	3.37042662727879	6.0412717261368	VC1	3.75	0	0	-999.0	-999.0	0	4.093501535455256	13.796846573905006	9.605307332802736	-3.31043862	-13.55128557	0.98937136
V*_V379_Cep	277502552	16	SPOC	120	6.03539991	447.3464965820313	0.2604449460388303	0.0	8.885218507342584	-1.5347019831556783	2.705137357615819	4.3993404675478684	VC1	3.75	0	1	-999.0	-999.0	0	4.485878039794716	12.134916267157106	7.907018040209408	-2.67439069	-11.99699046	0.98601556
V*_V379_Cep	277502552	15	SPOC	120	6.03539991	740.3690795898438	0.1247854697616382	0.0	10.458702163859336	-1.263197647066474	3.147592863183893	5.780509863222863	VC1	3.75	0	0	-999.0	-999.0	0	4.678192300636474	14.725044698085204	11.656960201185615	-3.11889014	-14.59076782	0.9861545
V*_V379_Cep	277502552	57	SPOC	120	6.03539991	1070.2547607421875	0.2416617061234486	0.0	9.668942825959752	-1.5115794960270417	2.422816389578865	4.293181241549308	VC1	3.75	0	1	-999.0	-999.0	0	5.375761584410445	13.024483273178072	8.61647257548211	-2.41289486	-12.97114749	0.99068725
V*_V379_Cep	277502552	56	SPOC	120	6.03539991	436.3046569824219	0.3514998919674728	0.0	8.82326890939426	-1.534821771087107	2.612234986652174	4.27941852063351	VC1	3.75	0	1	-999.0	-999.0	0	4.54385038876075	11.869604959633913	7.733539609114827	-2.58445097	-11.74335853	0.99322754
V*_V379_Cep	277502552	55	SPOC	120	6.03539991	555.004150390625	0.0552251832561729	0.0	10.23634566794792	-1.299266588853438	3.2214615622192264	4.761433863957907	VC1	3.75	0	1	-999.0	-999.0	0	5.474911803990014	17.637217933094153	13.574749081063066	-3.20969005	-17.57276996	0.9932577
V*_V379_Cep	277502552	84	SPOC	120	6.03539991	455.2720642089844	0.2738059347549511	0.0	8.914339315810134	-1.5034758185151005	2.6532508855891	4.51792132114551	VC1	3.75	0	1	-999.0	-999.0	0	4.396417994664624	11.664799937763767	7.758555072262116	-2.61984309	-11.51792531	0.99112618
V*_V379_Cep	277502552	77	SPOC	120	6.03539991	484.8088073730469	0.3759471624037068	0.0	9.054229240749487	-1.459710120421719	2.7011889488215424	4.631341718797215	VC1	3.75	0	1	-999.0	-999.0	0	4.422887521952273	11.947054896178177	8.184539333553843	-2.66819212	-11.80111361	0.99189013
V*_V379_Cep	277502552	76	SPOC	120	6.03539991	508.2349548339844	0.4136241850395257	0.0	8.61916217243096	-1.6617375150647142	2.707456808066477	4.184698169431011	VC1	3.75	0	1	-999.0	-999.0	0	4.434464002999949	12.006119755047932	7.22503984305871	-2.67481863	-11.86138692	0.99104601
V*_V379_Cep	277502552	75	SPOC	120	6.03539991	754.464111328125	0.3664694681618718	0.0	10.34872731988484	-1.250471500853806	2.8706830819979845	5.137989395804831	VC1	3.75	0	1	-999.0	-999.0	0	5.210737924080008	14.958377203381778	11.962189616611324	-2.85647391	-14.88433693	0.99258184
V*_V379_Cep	277502552	82	SPOC	120	6.03539991	440.487060546875	0.3868008613434935	0.0	9.1793244719274	-1.4184799313644347	2.64662114253307	4.4259674338225725	VC1	3.75	0	1	-999.0	-999.0	0	4.753357038104827	12.580335235056609	8.868884893532186	-2.62447904	-12.4750859	0.99337542
V*_V379_Cep	277502552	17	TESS-SPOC	1800	6.03539991	3429.617431640625	0.2142901122457295	6.871595838035889e-41	9.652447990837752	-1.2344731295876632	3.637299074147368	5.158003260882224	VC1	3.75	0	0	-999.0	-999.0	0	4.494444729955528	16.347639655073756	13.242604689608894	-3.59636087	-16.16364517	0.98895311
V*_V379_Cep	277502552	15	TESS-SPOC	1800	6.03539991	4625.537109375	0.2138020866700613	6.480376021803638e-62	9.367497302591104	-1.2723000281257426	3.338713787001959	5.17768718174359	VC1	3.75	0	0	-999.0	-999.0	0	4.189810120847515	13.98857681539394	10.994715480750926	-3.28547677	-13.76552381	0.98542553
V*_V379_Cep	277502552	16	TESS-SPOC	1800	6.03539991	1299.1385498046875	0.364532442585026	3.962609584849485e-34	8.095352393010675	-1.340604219080146	2.574002669881392	4.054411057791179	VC1	3.75	0	0	-999.0	-999.0	0	4.040941335219496	10.40139378568906	7.758735678771743	-2.5253591	-10.20482799	0.98532689
